Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
LC,Elgyem,605,Telepathy~Synchronize~Analytic,Psychic,55,55,55,85,55,30,5,90,Cerebral Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,255,Human-Like,20,70,TRUE,,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
(PU),Beheeyem,606,Telepathy~Synchronize~Analytic,Psychic,75,75,75,125,95,40,10,345,Cerebral Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,90,Human-Like,20,70,FALSE,Elgyem,Brown,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Litwick,607,Flash Fire~Flame Body~Infiltrator,Ghost~Fire,50,30,55,65,55,20,3,31,Candle Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,190,Amorphous,20,70,TRUE,,White,Blob,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
NFE,Lampent,608,Flash Fire~Flame Body~Infiltrator,Ghost~Fire,60,40,60,95,60,55,6,130,Lamp Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,90,Amorphous,20,70,TRUE,Litwick,Black,Arms,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
RU,Chandelure,609,Flash Fire~Flame Body~Infiltrator,Ghost~Fire,60,55,90,145,90,80,10,343,Luring Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,234,45,Amorphous,20,70,FALSE,Lampent,Black,Arms,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
LC,Axew,610,Rivalry~Mold Breaker~Unnerve,Dragon,46,87,60,30,40,57,6,180,Tusk Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,75,Monster~Dragon,40,35,TRUE,,Green,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
NFE,Fraxure,611,Rivalry~Mold Breaker~Unnerve,Dragon,66,117,70,40,50,67,10,360,Axe Jaw Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,60,Monster~Dragon,40,35,TRUE,Axew,Green,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
RUBL,Haxorus,612,Rivalry~Mold Breaker~Unnerve,Dragon,76,147,90,60,70,97,18,1055,Axe Jaw Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,45,Monster~Dragon,40,35,FALSE,Fraxure,Yellow,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
LC,Cubchoo,613,Snow Cloak~Slush Rush~Rattled,Ice,55,70,40,60,40,40,5,85,Chill Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,120,Field,20,70,TRUE,,White,Upright,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
(PU),Beartic,614,Snow Cloak~Slush Rush~Swift Swim,Ice,95,130,80,70,80,50,26,2600,Freezing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,177,60,Field,20,70,FALSE,Cubchoo,White,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
(PU),Cryogonal,615,Levitate,Ice,80,50,50,95,135,105,11,1480,Crystallizing Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,180,25,Mineral,25,70,FALSE,,Blue,Ball,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
LC,Shelmet,616,Hydration~Shell Armor~Overcoat,Bug,50,40,85,40,65,25,4,77,Snail Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,200,Bug,15,70,TRUE,,Red,Ball,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
(PU),Accelgor,617,Hydration~Sticky Hold~Unburden,Bug,80,70,40,100,60,145,8,253,Shell Out Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,75,Bug,15,70,FALSE,Shelmet,Red,Arms,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
(PU),Stunfisk,618,Static~Limber~Sand Veil,Ground~Electric,109,66,84,81,99,32,7,110,Trap Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Water 1~Amorphous,20,70,FALSE,,Brown,Fish,1,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
LC,Mienfoo,619,Inner Focus~Regenerator~Reckless,Fighting,45,85,50,55,50,65,9,200,Martial Arts Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,180,Field~Human-Like,25,70,TRUE,,Yellow,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
RUBL,Mienshao,620,Inner Focus~Regenerator~Reckless,Fighting,65,125,60,95,60,105,14,355,Martial Arts Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,45,Field~Human-Like,25,70,FALSE,Mienfoo,Purple,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
PU,Druddigon,621,Rough Skin~Sheer Force~Mold Breaker,Dragon,77,120,90,60,90,48,16,1390,Cave Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,45,Dragon~Monster,30,70,FALSE,,Red,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
LC,Golett,622,Iron Fist~Klutz~No Guard,Ground~Ghost,59,74,50,35,50,35,10,920,Automaton Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Mineral,25,70,TRUE,,Green,Humanoid,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
NU,Golurk,623,Iron Fist~Klutz~No Guard,Ground~Ghost,89,124,80,55,80,55,28,3300,Automaton Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Mineral,25,70,FALSE,Golett,Green,Humanoid,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
LC,Pawniard,624,Defiant~Inner Focus~Pressure,Dark~Steel,45,85,70,40,40,60,5,102,Sharp Blade Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,120,Human-Like,20,35,TRUE,,Red,Humanoid,2,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
OU,Bisharp,625,Defiant~Inner Focus~Pressure,Dark~Steel,65,125,100,60,70,70,16,700,Sword Blade Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Human-Like,20,35,FALSE,Pawniard,Red,Humanoid,2,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
(PU),Bouffalant,626,Reckless~Sap Sipper~Soundproof,Normal,95,110,95,40,95,55,16,946,Bash Buffalo Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,20,70,FALSE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NFE,Rufflet,627,Keen Eye~Sheer Force~Hustle,Normal~Flying,70,83,50,37,50,60,5,105,Eaglet Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,190,Flying,20,70,TRUE,,White,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
NU,Braviary,628,Keen Eye~Sheer Force~Defiant,Normal~Flying,100,123,75,57,75,80,15,410,Valiant Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,60,Flying,20,70,FALSE,Rufflet,Red,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
NFE,Vullaby,629,Big Pecks~Overcoat~Weak Armor,Dark~Flying,70,55,75,45,65,60,5,90,Diapered Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,74,190,Flying,20,35,TRUE,,Brown,Wings,6,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
UU,Mandibuzz,630,Big Pecks~Overcoat~Weak Armor,Dark~Flying,110,65,105,55,95,80,12,395,Bone Vulture Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,60,Flying,20,35,FALSE,Vullaby,Brown,Wings,6,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
(PU),Heatmor,631,Gluttony~Flash Fire~White Smoke,Fire,85,97,66,105,66,65,14,580,Anteater Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Field,20,70,FALSE,,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
RUBL,Durant,632,Swarm~Hustle~Truant,Bug~Steel,58,109,112,48,48,109,3,330,Iron Ant Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Bug,20,70,FALSE,,Gray,Armor,7,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
LC,Deino,633,Hustle,Dark~Dragon,52,65,50,45,50,38,8,173,Irate Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Dragon,40,35,TRUE,,Blue,Quadruped,4,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
NFE,Zweilous,634,Hustle,Dark~Dragon,72,85,70,65,70,58,14,500,Hostile Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Dragon,40,35,TRUE,Deino,Blue,Quadruped,4,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
UU,Hydreigon,635,Levitate,Dark~Dragon,92,105,90,125,90,98,18,1600,Brutal Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,270,45,Dragon,40,35,FALSE,Zweilous,Blue,Upright,4,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
LC,Larvesta,636,Flame Body~Swarm,Bug~Fire,55,85,55,50,55,60,11,288,Torch Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,45,Bug,40,70,TRUE,,White,Armor,4,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
OU,Volcarona,637,Flame Body~Swarm,Bug~Fire,85,60,65,135,105,100,16,460,Sun Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,248,15,Bug,40,70,FALSE,Larvesta,White,Bug-Wings,4,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
RU,Cobalion,638,Justified,Steel~Fighting,91,90,129,90,72,108,21,2500,Iron Will Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Blue,Quadruped,4,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
UUBL,Terrakion,639,Justified,Rock~Fighting,91,129,90,72,90,108,19,2600,Cavern Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Gray,Quadruped,1,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
PUBL,Virizion,640,Justified,Grass~Fighting,91,90,72,90,129,108,20,2000,Grassland Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Green,Quadruped,3,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
Uber,Reshiram,643,Turboblaze,Dragon~Fire,100,120,100,150,120,90,32,3300,Vast White Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,White,Wings,3,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
Uber,Zekrom,644,Teravolt,Dragon~Electric,100,150,120,120,100,90,29,3450,Deep Black Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,Black,Upright,3,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
OU,Kyurem,646,Pressure,Dragon~Ice,125,130,90,130,90,95,30,3250,Boundary Pokémon,5,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,297,3,Undiscovered,120,0,FALSE,,Gray,Upright,3,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
Uber,Genesect,649,Download,Bug~Steel,71,120,95,120,95,99,15,825,Paleozoic Pokémon,5,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,270,3,Undiscovered,120,0,FALSE,,Purple,Humanoid,7,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
LC,Bunnelby,659,Pickup~Cheek Pouch~Huge Power,Normal,38,36,38,32,36,57,4,50,Digging Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47,255,Field,15,70,TRUE,,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
UU,Diggersby,660,Pickup~Cheek Pouch~Huge Power,Normal~Ground,85,56,77,50,77,78,10,424,Digging Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,148,127,Field,15,70,FALSE,Bunnelby,Brown,Upright,1,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
LC,Fletchling,661,Big Pecks~Gale Wings,Normal~Flying,45,50,43,40,38,62,3,17,Tiny Robin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Flying,15,70,TRUE,,Red,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
NFE,Fletchinder,662,Flame Body~Gale Wings,Fire~Flying,62,73,55,56,52,84,7,160,Ember Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,134,120,Flying,15,70,TRUE,Fletchling,Red,Wings,7,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
NU,Talonflame,663,Flame Body~Gale Wings,Fire~Flying,78,81,71,74,69,126,12,245,Scorching Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,45,Flying,15,70,FALSE,Fletchinder,Red,Wings,7,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
LC,Pancham,674,Iron Fist~Mold Breaker~Scrappy,Fighting,67,82,62,46,48,43,6,80,Playful Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,220,Field~Human-Like,25,70,TRUE,,White,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
NUBL,Pangoro,675,Iron Fist~Mold Breaker~Scrappy,Fighting~Dark,95,124,78,69,71,58,21,1360,Daunting Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,65,Field~Human-Like,25,70,FALSE,Pancham,White,Humanoid,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
LC,Espurr,677,Keen Eye~Infiltrator~Own Tempo,Psychic,62,48,54,63,60,68,3,35,Restraint Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,190,Field,20,70,TRUE,,Gray,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Honedge,679,No Guard,Steel~Ghost,45,80,100,35,37,28,8,20,Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,180,Mineral,20,70,TRUE,,Brown,Blob,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
NU,Doublade,680,No Guard,Steel~Ghost,59,110,150,45,49,35,8,45,Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,157,90,Mineral,20,70,TRUE,Honedge,Brown,Heads,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
LC,Spritzee,682,Healer~Aroma Veil,Fairy,78,52,60,63,65,23,2,5,Perfume Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,200,Fairy,20,70,TRUE,,Pink,Arms,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
PU,Aromatisse,683,Healer~Aroma Veil,Fairy,101,72,72,99,89,29,8,155,Fragrance Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,140,Fairy,20,70,FALSE,Spritzee,Pink,Humanoid,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
NFE,Swirlix,684,Sweet Veil~Unburden,Fairy,62,48,66,59,57,49,4,35,Cotton Candy Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,200,Fairy,20,70,TRUE,,White,Legs,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
NUBL,Slurpuff,685,Sweet Veil~Unburden,Fairy,82,80,86,85,75,72,8,50,Meringue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,140,Fairy,20,70,FALSE,Swirlix,White,Humanoid,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
LC,Inkay,686,Contrary~Suction Cups~Infiltrator,Dark~Psychic,53,54,53,37,46,45,4,35,Revolving Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Water 1~Water 2,20,70,TRUE,,Blue,Tentacles,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
(PU),Malamar,687,Contrary~Suction Cups~Infiltrator,Dark~Psychic,86,92,88,68,75,73,15,470,Overturning Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,80,Water 1~Water 2,20,70,FALSE,Inkay,Blue,Blob,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
LC,Binacle,688,Tough Claws~Sniper~Pickpocket,Rock~Water,42,52,67,39,56,50,5,310,Two-Handed Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,120,Water 3,20,70,TRUE,,Brown,Heads,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
NUBL,Barbaracle,689,Tough Claws~Sniper~Pickpocket,Rock~Water,72,105,115,54,86,68,13,960,Collective Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,45,Water 3,20,70,FALSE,Binacle,Brown,Heads,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
LC,Skrelp,690,Poison Point~Poison Touch~Adaptability,Poison~Water,50,60,60,60,60,30,5,73,Mock Kelp Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,225,Water 1~Dragon,20,70,TRUE,,Brown,Blob,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
NU,Dragalge,691,Poison Point~Poison Touch~Adaptability,Poison~Dragon,65,75,90,97,123,44,18,815,Mock Kelp Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,55,Water 1~Dragon,20,70,FALSE,Skrelp,Brown,Blob,4,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
LC,Clauncher,692,Mega Launcher,Water,50,53,62,58,63,44,5,83,Water Gun Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,225,Water 1~Water 3,15,70,TRUE,,Blue,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
PUBL,Clawitzer,693,Mega Launcher,Water,71,73,88,120,89,59,13,353,Howitzer Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,100,55,Water 1~Water 3,15,70,FALSE,Clauncher,Blue,Squiggle,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
LC,Helioptile,694,Dry Skin~Sand Veil~Solar Power,Electric~Normal,44,38,33,61,43,70,5,60,Generator Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Monster~Dragon,20,70,TRUE,,Yellow,Upright,2,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
NU,Heliolisk,695,Dry Skin~Sand Veil~Solar Power,Electric~Normal,62,55,52,109,94,109,10,210,Generator Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Monster~Dragon,20,70,FALSE,Helioptile,Yellow,Upright,2,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
LC,Tyrunt,696,Strong Jaw~Sturdy,Rock~Dragon,58,89,77,45,45,48,8,260,Royal Heir Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,45,Monster~Dragon,30,70,TRUE,,Brown,Upright,2,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
NU,Tyrantrum,697,Strong Jaw~Rock Head,Rock~Dragon,82,121,119,69,59,71,25,2700,Despot Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,182,45,Monster~Dragon,30,70,FALSE,Tyrunt,Red,Upright,2,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
LC,Amaura,698,Refrigerate~Snow Warning,Rock~Ice,77,59,50,67,63,46,13,252,Tundra Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,45,Monster,30,70,TRUE,,Blue,Quadruped,2,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
(PU),Aurorus,699,Refrigerate~Snow Warning,Rock~Ice,123,77,72,99,92,58,27,2250,Tundra Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,104,45,Monster,30,70,FALSE,Amaura,Blue,Quadruped,2,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
NU,Sylveon,700,Cute Charm~Pixilate,Fairy,95,65,65,110,130,60,10,235,Intertwining Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,70,FALSE,Eevee,Pink,Quadruped,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
UUBL,Hawlucha,701,Limber~Unburden~Mold Breaker,Fighting~Flying,78,92,75,74,63,118,8,215,Wrestling Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,100,Flying~Human-Like,20,70,FALSE,,Green,Humanoid,2,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
(PU),Dedenne,702,Cheek Pouch~Pickup~Plus,Electric~Fairy,67,58,57,81,67,101,2,22,Antenna Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,180,Field~Fairy,20,70,FALSE,,Yellow,Upright,2,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
(PU),Carbink,703,Clear Body~Sturdy,Rock~Fairy,50,50,150,50,150,50,3,57,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,100,60,Fairy~Mineral,25,70,FALSE,,Gray,Ball,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
LC,Goomy,704,Sap Sipper~Hydration~Gooey,Dragon,45,50,35,55,75,40,3,28,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Dragon,40,35,TRUE,,Purple,Squiggle,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
NFE,Sliggoo,705,Sap Sipper~Hydration~Gooey,Dragon,68,75,53,83,113,60,8,175,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,45,Dragon,40,35,TRUE,Goomy,Purple,Squiggle,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
NU,Goodra,706,Sap Sipper~Hydration~Gooey,Dragon,90,100,70,110,150,80,20,1505,Dragon Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,270,45,Dragon,40,35,FALSE,Sliggoo,Purple,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
RU,Klefki,707,Prankster~Magician,Steel~Fairy,57,80,91,80,87,75,2,30,Key Ring Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Mineral,20,70,FALSE,,Gray,Ball,5,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
LC,Phantump,708,Natural Cure~Frisk~Harvest,Ghost~Grass,43,70,48,50,60,38,4,70,Stump Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,120,Grass~Amorphous,20,70,TRUE,,Brown,Arms,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
(PU),Trevenant,709,Natural Cure~Frisk~Harvest,Ghost~Grass,85,110,76,65,82,56,15,710,Elder Tree Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Grass~Amorphous,20,70,FALSE,Phantump,Brown,Tentacles,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
LC,Bergmite,712,Own Tempo~Ice Body~Sturdy,Ice,55,69,85,32,35,28,10,995,Ice Chunk Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Monster~Mineral,20,70,TRUE,,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
